"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p"
"Ttc39b",0.0249696649681007,-1.14948610958484,0.045,0.103,1,"Not significant",0
"Ints7",0.0250995660286731,-1.00264472125556,0.051,0.112,1,"Not significant",0
"Gtf2h1",0.0251197535522694,-0.286437687256155,0.09,0.167,1,"Not significant",0
"Msra",0.02513881446844,-0.742777594500453,0.045,0.105,1,"Not significant",0
"Tbk1",0.0251459878688355,-0.701642465222749,0.122,0.2,1,"Not significant",0
"Frmpd3",0.0251667803515708,-0.451629552457745,0.167,0.257,1,"Not significant",0
"Cog4",0.0252037186572564,-0.517217894085322,0.122,0.204,1,"Not significant",0
"Ppp4r3a",0.0252629439456823,-0.421357878677806,0.128,0.211,1,"Not significant",0
"9530026P05Rik",0.0254079602329771,-1.08064723325684,0.058,0.119,1,"Not significant",0
"Cc2d2a",0.0254187487873659,-0.638896450673574,0.122,0.202,1,"Not significant",0
"Eif5b",0.0254812383026802,0.648999058579429,0.442,0.391,1,"Not significant",0
"Cpsf7",0.0255377321464784,-0.293779662597323,0.212,0.312,1,"Not significant",0
"Arhgef17",0.0255713064153843,-0.650191759354743,0.154,0.237,1,"Not significant",0
"Uba2",0.0256337811628642,-0.615621598146316,0.083,0.156,1,"Not significant",0
"Hltf",0.0257391016673453,-0.439215382084049,0.077,0.149,1,"Not significant",0
"Pkn2",0.0257647206637377,-0.375862044839781,0.212,0.314,1,"Not significant",0
"Brf1",0.0257738639498785,-0.489472903602418,0.096,0.174,1,"Not significant",0
"Cers6",0.0257867291829327,-0.143657030782637,0.212,0.328,1,"Not significant",0
"Sucla2",0.0258110230860065,-0.814199631842453,0.071,0.138,1,"Not significant",0
"Pdhb",0.0258657569482843,-0.601282158873797,0.103,0.18,1,"Not significant",0
"Ncbp3",0.0258822113390923,-0.809999643313168,0.083,0.152,1,"Not significant",0
"Hmgn1",0.0259218419138771,-0.830878372989084,0.077,0.145,1,"Not significant",0
"Bcas2",0.0259634733393718,-1.0281798133627,0.045,0.103,1,"Not significant",0
"Slc25a23",0.0259864625039139,-0.209936575162361,0.321,0.47,1,"Not significant",0
"Dgcr8",0.02610401088996,-0.677682566278568,0.083,0.154,1,"Not significant",0
"Hdgf",0.0261403566481686,-0.527486229539149,0.147,0.231,1,"Not significant",0
"Il1rapl2",0.0261655850683667,-1.07313522345472,0.179,0.261,1,"Not significant",0
"Gas7",0.0261858482951591,-0.286437687256155,0.173,0.272,1,"Not significant",0
"Vwa3a",0.0261936579141896,-0.925682739440679,0.051,0.112,1,"Not significant",0
"Guf1",0.0262705106727031,-0.383951363221858,0.16,0.251,1,"Not significant",0
"B130024G19Rik",0.0262831534625409,-1.0494389327345,0.058,0.119,1,"Not significant",0
"Cspp1",0.0262885490306902,-0.151788160561373,0.353,0.494,1,"Not significant",0
"Atg7",0.0263022530625215,-0.697790139727143,0.071,0.138,1,"Not significant",0
"Krba1",0.0263174240645144,-0.493948114762475,0.122,0.204,1,"Not significant",0
"Zfp800",0.0263654107737097,-0.647802003895467,0.096,0.171,1,"Not significant",0
"Syt13",0.0264175424970232,-0.528273082594318,0.135,0.218,1,"Not significant",0
"Tubb2a",0.0264561983212618,-1.00264472125556,0.045,0.103,1,"Not significant",0
"Gm49336",0.0264680058926712,-1.00264472125556,0.058,0.119,1,"Not significant",0
"Tsn",0.0264916378123759,-0.830878372989084,0.077,0.145,1,"Not significant",0
"Thumpd3",0.0266328518945268,-1.00264472125556,0.045,0.103,1,"Not significant",0
"Yeats2",0.0267237577454261,-0.157487766485575,0.308,0.446,1,"Not significant",0
"Vps11",0.0267387091998412,-0.811961159646454,0.077,0.145,1,"Not significant",0
"Ndufaf7",0.0267829134180005,-0.667777570660703,0.103,0.178,1,"Not significant",0
"Adap1",0.0268039671488454,-0.495684732535681,0.122,0.204,1,"Not significant",0
"Terf1",0.0268526831218225,-0.858254811920389,0.064,0.128,1,"Not significant",0
"Gm20342",0.0269930682851116,-0.723668771552748,0.064,0.128,1,"Not significant",0
"Srp68",0.0270820030651081,-0.932255393364166,0.045,0.103,1,"Not significant",0
"Zfp369",0.0270820030651081,-0.932255393364166,0.045,0.103,1,"Not significant",0
"Ift46",0.0271498081434818,-0.819780664105753,0.064,0.128,1,"Not significant",0
"Zfp933",0.0272347998602094,-0.597388242769305,0.064,0.128,1,"Not significant",0
"Cdc14b",0.0272468191639125,-0.279354063986434,0.205,0.314,1,"Not significant",0
"Slc35f3",0.0273423725015224,-0.561195591145924,0.308,0.409,1,"Not significant",0
"Chfr",0.0274642996308511,-0.280012478103387,0.263,0.38,1,"Not significant",0
"Ddhd2",0.0274720361825376,-0.225878119031383,0.282,0.404,1,"Not significant",0
"Slc8a2",0.0275528886698982,-0.780252299919116,0.083,0.152,1,"Not significant",0
"Smpd3",0.0276294333107157,-0.509180575019904,0.167,0.253,1,"Not significant",0
"Polk",0.0276660806309522,-0.764132634555839,0.077,0.145,1,"Not significant",0
"Auh",0.0276734325518199,-0.706251718475339,0.109,0.183,1,"Not significant",0
"Dzip1",0.0277814513056215,-0.166907997828137,0.288,0.418,1,"Not significant",0
"Kcnn3",0.0279118829636153,-0.220824891305097,0.218,0.321,1,"Not significant",0
"Ap2b1",0.02804344713055,-0.18820037441164,0.192,0.299,1,"Not significant",0
"Tubgcp6",0.0281750180049797,0.726707688800767,0.16,0.097,1,"Not significant",0
"Slc22a14",0.0282112321145813,-1.00264472125556,0.064,0.127,1,"Not significant",0
"Clcn4",0.0282904731295294,-0.432328996498809,0.167,0.255,1,"Not significant",0
"mt-Nd1",0.0283177342025879,0.43000126107017,0.519,0.446,1,"Not significant",0
"Zfyve28",0.028321815136659,-0.389667844364811,0.115,0.196,1,"Not significant",0
"Rasgrf1",0.0283603355709343,-0.250279033795612,0.667,0.78,1,"Not significant",0
"Nsun2",0.0283741445323484,-0.527865138284831,0.122,0.2,1,"Not significant",0
"Itih3",0.0284211861583525,1.1188187912301,0.109,0.059,1,"Not significant",0
"3110039M20Rik",0.0284648646837883,-0.638233295046688,0.077,0.145,1,"Not significant",0
"Mfsd14a",0.0285312071730313,-0.713138104060579,0.051,0.112,1,"Not significant",0
"Sdad1",0.028533041429469,-0.675282740317574,0.103,0.176,1,"Not significant",0
"5031439G07Rik",0.0285718477438293,0.471437132320669,0.513,0.475,1,"Not significant",0
"Fgfr2",0.0286158796880173,-0.543213102618266,0.167,0.251,1,"Not significant",0
"5430405H02Rik",0.0286182042483556,-0.714663958291539,0.077,0.145,1,"Not significant",0
"Kptn",0.0286613919462903,-0.844382637338831,0.058,0.119,1,"Not significant",0
"Flnb",0.0287186695953875,-0.32631344982388,0.288,0.4,1,"Not significant",0
"Vdac3",0.0287403009491376,-1.12602713676085,0.045,0.101,1,"Not significant",0
"Gm11613",0.0287427587707897,-0.690054490947538,0.045,0.103,1,"Not significant",0
"Kansl2",0.0287783435752862,-0.925682739440679,0.064,0.127,1,"Not significant",0
"Oaz1",0.0289644897635698,-1.10218039480648,0.045,0.101,1,"Not significant",0
"2310061I04Rik",0.028987671381384,-0.552841803816043,0.071,0.138,1,"Not significant",0
"Pold3",0.0290008329981331,-0.873361704310597,0.083,0.15,1,"Not significant",0
"Kat7",0.0290328218739037,-0.645951208207525,0.071,0.138,1,"Not significant",0
"Mok",0.0291898484824949,-1.0779328485598,0.045,0.101,1,"Not significant",0
"Mmaa",0.0292423738004476,-0.606716044924424,0.135,0.215,1,"Not significant",0
"Gpld1",0.0292634453943789,-0.517217894085322,0.09,0.161,1,"Not significant",0
"Psma7",0.0293603113423185,-0.413713318331462,0.122,0.204,1,"Not significant",0
"Wdr60",0.0293677512677468,-0.229237131121298,0.16,0.253,1,"Not significant",0
"Uchl1",0.0294430825244773,0.784246098242325,0.365,0.314,1,"Not significant",0
"Rbm34",0.0295053008881894,-0.917755823669051,0.051,0.11,1,"Not significant",0
"Galnt11",0.0296096924613708,-0.714663958291539,0.077,0.143,1,"Not significant",0
"Sgcd",0.0296151445895131,-0.659875746436417,0.513,0.591,1,"Not significant",0
"Msl1",0.0296275527370713,-0.667777570660703,0.109,0.183,1,"Not significant",0
"Slc35e2",0.0296440862763237,-1.0281798133627,0.045,0.101,1,"Not significant",0
"Cops4",0.0296440862763237,-1.0281798133627,0.045,0.101,1,"Not significant",0
"Sms",0.029670161378236,-0.337063760326123,0.212,0.308,1,"Not significant",0
"Slc26a11",0.0296880702874244,-0.932255393364166,0.071,0.134,1,"Not significant",0
"Kpna6",0.0297114076551826,-0.814199631842453,0.077,0.143,1,"Not significant",0
"Adam17",0.0297141115415476,-1.02310882381528,0.058,0.117,1,"Not significant",0
"Apopt1",0.0297767705278366,-0.489472903602418,0.09,0.163,1,"Not significant",0
"Mrs2",0.0297874043381849,-0.722536802062828,0.096,0.167,1,"Not significant",0
"Rab14",0.0298062425871592,-0.427020085113744,0.154,0.244,1,"Not significant",0
"Prrc2a",0.029873880291067,0.584263423780562,0.41,0.339,1,"Not significant",0
"Zfp711",0.0298923998269417,-0.539244200415321,0.051,0.112,1,"Not significant",0
"Sec22a",0.029927014845603,-0.290447032238299,0.083,0.156,1,"Not significant",0
"Samd4",0.0299509677958215,-0.294825472748874,0.308,0.426,1,"Not significant",0
"Inha",0.03002034998647,-0.724542867332828,0.128,0.204,1,"Not significant",0
"Alms1",0.0301353722950803,0.0213341416788759,0.173,0.273,1,"Not significant",0
"Atp1b3",0.0302383583643156,-0.610327298476804,0.103,0.176,1,"Not significant",0
"Ctnnbl1",0.0303147574813282,-0.618501229922503,0.109,0.183,1,"Not significant",0
"Kctd1",0.030318981806617,-0.780252299919116,0.058,0.119,1,"Not significant",0
"Igsf9b",0.030351478480558,-0.147984084419603,0.115,0.196,1,"Not significant",0
"Qk",0.03035880632849,-0.707739800134748,0.09,0.16,1,"Not significant",0
"Fam189a2",0.0305477519242853,-1.00264472125556,0.058,0.117,1,"Not significant",0
"Slc29a1",0.0305545314462328,-0.690054490947538,0.051,0.11,1,"Not significant",0
"Siah3",0.0307154019931514,-0.760074417981486,0.051,0.11,1,"Not significant",0
"Trappc12",0.0307548253430689,-0.406793904391672,0.077,0.145,1,"Not significant",0
"Ctnnal1",0.03079056144824,-0.383951363221858,0.147,0.233,1,"Not significant",0
"Cul3",0.0308983098984709,-0.709862972027718,0.071,0.136,1,"Not significant",0
"Rab3b",0.0309224013443526,-0.964676871056543,0.058,0.117,1,"Not significant",0
"Ate1",0.0311667575256667,-0.307182679268857,0.135,0.22,1,"Not significant",0
"Pik3cd",0.0312131209572031,-0.492970347838645,0.045,0.101,1,"Not significant",0
"Nono",0.0312902496913757,-0.66477508249918,0.064,0.127,1,"Not significant",0
"Brdt",0.0313943835216287,-0.597388242769305,0.064,0.128,1,"Not significant",0
"Sap30bp",0.0314656679451965,-0.564523608863679,0.077,0.145,1,"Not significant",0
"A330040F15Rik",0.0315760976954955,-0.517217894085322,0.083,0.152,1,"Not significant",0
"Pnmal1",0.0316152307759455,-0.654721417835257,0.071,0.136,1,"Not significant",0
"Eif4e3",0.0316538554586063,-0.693540666725785,0.103,0.174,1,"Not significant",0
"Zfp444",0.0317895766632009,-0.905783182002974,0.058,0.117,1,"Not significant",0
"Tle2",0.031888472745724,0.887172360994013,0.141,0.084,1,"Not significant",0
"Pnma2",0.0319012728716269,-1.02536479775565,0.051,0.108,1,"Not significant",0
"Mllt6",0.0320457951234705,-0.36109869216804,0.192,0.286,1,"Not significant",0
"Atg16l1",0.0320706961910872,-0.19528979919796,0.205,0.305,1,"Not significant",0
"Gnai2",0.0321546395156275,-0.503412094560292,0.103,0.176,1,"Not significant",0
"Strn4",0.0321980921608642,-0.381702923428841,0.135,0.22,1,"Not significant",0
"F8",0.0322569787068963,-0.447676960832245,0.064,0.128,1,"Not significant",0
"Kdm5c",0.0323119893888369,-0.176674121030613,0.154,0.251,1,"Not significant",0
"Actn4",0.0323473948320893,-0.205273887770582,0.147,0.239,1,"Not significant",0
"Usp28",0.0323897915098484,-0.654721417835257,0.09,0.16,1,"Not significant",0
"Banf2",0.0324109421600577,-0.839145988972684,0.045,0.101,1,"Not significant",0
"Pcgf3",0.0324116744361054,-0.844382637338831,0.058,0.117,1,"Not significant",0
"Zfp280c",0.0324486177482296,-0.450103698226785,0.103,0.176,1,"Not significant",0
"Ube2e2",0.0324513229449911,-0.185808746187074,0.564,0.727,1,"Not significant",0
"Atp11b",0.0325128176622547,-0.221569123996809,0.269,0.387,1,"Not significant",0
"Hspa5",0.0326285560194232,-0.222770535620067,0.154,0.246,1,"Not significant",0
"Castor2",0.0326884766735417,-0.239683918556413,0.16,0.255,1,"Not significant",0
"Slc6a7",0.0327581097978523,-0.483859297138891,0.167,0.251,1,"Not significant",0
"Kmt5a",0.0329767693540409,-0.761636621751769,0.071,0.134,1,"Not significant",0
"Ngly1",0.0330261582133229,-0.642748776169181,0.045,0.101,1,"Not significant",0
"Rtel1",0.0330485987430094,0.940365300159606,0.179,0.117,1,"Not significant",0
"Khdrbs2",0.0330498619952268,-0.38373488861107,0.385,0.501,1,"Not significant",0
"Mgat5b",0.0330747504956033,-0.335220060342435,0.109,0.185,1,"Not significant",0
"Mtdh",0.0330961600238334,-0.172206186084918,0.244,0.367,1,"Not significant",0
"Tprkb",0.0331229901624099,-0.885605300065345,0.064,0.125,1,"Not significant",0
"Trank1",0.0333233884140284,0.382583276736877,0.603,0.582,1,"Not significant",0
"Phf3",0.0333618995051885,-0.382916802373731,0.25,0.349,1,"Not significant",0
"Ube2k",0.0334112620083668,-0.357910000017039,0.199,0.292,1,"Not significant",0
"Psmd12",0.0335448623289874,-0.517217894085322,0.096,0.169,1,"Not significant",0
"Fam20b",0.0335901278830962,-0.76297430848728,0.071,0.134,1,"Not significant",0
"Sacs",0.0336444144872233,-0.375862044839781,0.212,0.306,1,"Not significant",0
"Map4",0.0337638088379259,-0.24492056692256,0.205,0.306,1,"Not significant",0
"Cdc5l",0.0338552439225169,-0.610327298476804,0.103,0.174,1,"Not significant",0
"Gm32618",0.0338712786241607,-0.517217894085322,0.077,0.143,1,"Not significant",0
"Atp5d",0.033906198797614,0.857177620696176,0.205,0.139,1,"Not significant",0
"B3galnt2",0.033945781516792,-1.00264472125556,0.058,0.116,1,"Not significant",0
"BC005537",0.0339698988998729,-0.482866389294545,0.167,0.251,1,"Not significant",0
"Rab3gap1",0.0340341171668138,-0.31528957530859,0.237,0.336,1,"Not significant",0
"Gramd1a",0.03413449255329,0.519667174034487,0.423,0.363,1,"Not significant",0
"Aftph",0.0341514293569517,-0.310767016617896,0.16,0.248,1,"Not significant",0
"Ncan",0.0341938448893294,-0.735858180560662,0.051,0.108,1,"Not significant",0
"Ppargc1a",0.0343564253872198,-0.950177301361428,0.058,0.116,1,"Not significant",0
"Rnf215",0.0343681789225065,-0.709862972027718,0.071,0.134,1,"Not significant",0
"Prmt3",0.0344492767139332,-0.745486881758439,0.077,0.141,1,"Not significant",0
"Ddr1",0.0345062363550469,-0.724542867332828,0.135,0.207,1,"Not significant",0
"E230029C05Rik",0.0347892609684658,-0.852402085674951,0.064,0.125,1,"Not significant",0
"Gars",0.0348192838616541,-0.35283107618444,0.115,0.193,1,"Not significant",0
"Zmynd11",0.0348847746146538,-0.192635345751982,0.468,0.609,1,"Not significant",0
"Adipor1",0.0348876667723347,-0.93945089476837,0.058,0.116,1,"Not significant",0
"Gemin5",0.034932467470297,-0.628249206474066,0.077,0.141,1,"Not significant",0
"Reln",0.0349548919335515,-1.26929038064174,0.135,0.206,1,"Not significant",0
"Gdap2",0.0349988351214892,-0.697790139727143,0.058,0.117,1,"Not significant",0
"Phf8",0.0350164351598918,-0.263034405833794,0.109,0.187,1,"Not significant",0
"Ttc37",0.0351620544311644,-0.167275423028363,0.154,0.244,1,"Not significant",0
"Usf2",0.0352058076873905,-0.917755823669051,0.058,0.116,1,"Not significant",0
"Dnajc7",0.0352676072283044,-0.37622779336269,0.244,0.349,1,"Not significant",0
"Hfm1",0.0353053906580241,-0.925682739440679,0.058,0.116,1,"Not significant",0
"Mgat3",0.0354271500321828,-0.446251372731179,0.109,0.183,1,"Not significant",0
"Ppp6r1",0.0355460311103681,0.683403904579907,0.263,0.194,1,"Not significant",0
"Dip2a",0.0355848267813118,-0.301084463220556,0.199,0.294,1,"Not significant",0
"Ubxn11",0.0356019421536166,-0.453087556665607,0.103,0.176,1,"Not significant",0
"Scap",0.0356846182600168,-0.529190535751398,0.115,0.191,1,"Not significant",0
"Zfp952",0.0357083913329554,-0.780252299919116,0.051,0.108,1,"Not significant",0
"Cald1",0.035758176784248,-0.19528979919796,0.051,0.11,1,"Not significant",0
"Csnk1a1",0.0357601385491801,0.0286062127288759,0.282,0.413,1,"Not significant",0
"Ywhag",0.0357638817123726,-0.244199399678906,0.115,0.198,1,"Not significant",0
"Prdm11",0.0358347931803148,-0.618501229922503,0.109,0.18,1,"Not significant",0
"Idh2",0.0358532798935237,-0.499070547375063,0.071,0.136,1,"Not significant",0
"Brd9",0.0359090158657782,0.645720677040883,0.378,0.325,1,"Not significant",0
"Arrb2",0.0363444987319325,0.554731947793693,0.205,0.136,1,"Not significant",0
"Odf2l",0.0364013230316656,-0.583560388914018,0.083,0.15,1,"Not significant",0
"Anks6",0.0365341583732773,-0.735858180560662,0.051,0.108,1,"Not significant",0
"Scamp2",0.0366330419073015,-0.780252299919116,0.071,0.132,1,"Not significant",0
"Nedd4",0.0368573098111157,-0.224793793508043,0.423,0.583,1,"Not significant",0
"Plppr2",0.0368762427969118,-0.239683918556413,0.205,0.303,1,"Not significant",0
"Abat",0.0369851010332359,-0.296375924312274,0.263,0.371,1,"Not significant",0
"Tmem39b",0.0370932980828788,-0.536326717033027,0.064,0.127,1,"Not significant",0
"Gtpbp3",0.0371407596026604,-0.956102135318533,0.051,0.106,1,"Not significant",0
"Rab11fip2",0.0372953503107638,-0.517217894085322,0.077,0.143,1,"Not significant",0
"Smyd5",0.0376357022581939,-0.814199631842453,0.077,0.139,1,"Not significant",0
"Clk1",0.0376948532483443,0.501397784082025,0.494,0.477,1,"Not significant",0
"Ttc13",0.0378326264740808,-0.262752766976699,0.218,0.306,1,"Not significant",0
"Faah",0.0378332304739249,-0.469912179306966,0.16,0.24,1,"Not significant",0
"Dnajc11",0.0379177911166927,-0.456249876793895,0.135,0.215,1,"Not significant",0
"Mbd1",0.0379192077298891,-0.985366729823729,0.071,0.13,1,"Not significant",0
"B3gntl1",0.0379445265202624,-0.917755823669051,0.051,0.106,1,"Not significant",0
"Agpat3",0.0379602802130685,-0.517217894085322,0.167,0.248,1,"Not significant",0
"Mapk8ip3",0.0382124800418843,0.529292070512414,0.487,0.475,1,"Not significant",0
"Calcoco1",0.0384416709581217,-0.839145988972684,0.064,0.123,1,"Not significant",0
"Cfap74",0.0384695003592403,-0.707739800134748,0.083,0.149,1,"Not significant",0
"Pcbp4",0.0385182881964135,0.640079499029241,0.372,0.31,1,"Not significant",0
"Bace1",0.0386451478724266,-0.470924241811387,0.09,0.158,1,"Not significant",0
"Pde3b",0.038813105013304,-0.503412094560292,0.103,0.174,1,"Not significant",0
"Ankle2",0.038915833723602,-0.691715625317459,0.071,0.132,1,"Not significant",0
"Adcyap1r1",0.0389484050712901,-0.417682220534408,0.173,0.255,1,"Not significant",0
"Morc2b",0.0389695646756173,-0.72778488002498,0.077,0.139,1,"Not significant",0
"Hsf1",0.0389984170469384,-0.662415809625257,0.09,0.156,1,"Not significant",0
"Donson",0.0390448347078167,-0.517217894085322,0.071,0.132,1,"Not significant",0
"Cplane1",0.0390519487897668,0.181366608353028,0.84,0.901,1,"Not significant",0
"Erlec1",0.0392644380774937,-0.680716626368201,0.147,0.22,1,"Not significant",0
"Dzip1l",0.0392872590275764,-0.275016991668694,0.09,0.161,1,"Not significant",0
"Cables1",0.0393557781917194,-0.690054490947538,0.051,0.106,1,"Not significant",0
"Eif4enif1",0.0393687000590378,-0.421798329006639,0.115,0.189,1,"Not significant",0
"Fem1b",0.0394612997042146,-0.697790139727143,0.058,0.116,1,"Not significant",0
"Nfe2l1",0.039464067693149,-0.517217894085322,0.083,0.149,1,"Not significant",0
"Blcap",0.0395547497498441,-0.804099041873484,0.051,0.106,1,"Not significant",0
"Gpr158",0.0395682888359816,0.405645391994425,0.853,0.883,1,"Not significant",0
"Gdpd2",0.0396366265087747,-0.529190535751398,0.115,0.189,1,"Not significant",0
